city,date,rna,flow,rna_v,variant,proportion,include
Altenrhein (SG),2021-11-10,9290499747665.52,20655.8832244873,v2,B.1.617.2 (Delta),0.987858276944441,TRUE
Altenrhein (SG),2021-11-11,11121609984139.938,19245.88310241699,v2,B.1.617.2 (Delta),0.9891819783489988,TRUE
Altenrhein (SG),2021-11-12,10980674913710.412,18285.78321838379,v2,B.1.617.2 (Delta),0.9904293012996228,TRUE
Altenrhein (SG),2021-11-13,16431808665678.803,29903.08366394043,v2,B.1.617.2 (Delta),0.9915273714454113,TRUE
Altenrhein (SG),2021-11-14,14656113993022.271,20342.0824432373,v2,B.1.617.2 (Delta),0.9923900813857038,TRUE
Altenrhein (SG),2021-11-15,16949102731340.23,19040.98085021973,v2,B.1.617.2 (Delta),0.9929891410668564,TRUE
Altenrhein (SG),2021-11-16,11777770851899.562,16953.77972412109,v2,B.1.617.2 (Delta),0.9933597067334956,TRUE
Altenrhein (SG),2021-11-17,14191037500991.82,17880.87979125977,v2,B.1.617.2 (Delta),0.9935553145349634,TRUE
Altenrhein (SG),2021-11-18,17744944356170.344,15443.38006591797,v2,B.1.617.2 (Delta),0.9935943839277496,TRUE
Altenrhein (SG),2021-11-19,18028937361755.668,15517.37969970703,v2,B.1.617.2 (Delta),0.9934562215544444,TRUE
Altenrhein (SG),2021-11-20,17754607882215.38,14329.18046569824,v2,B.1.617.2 (Delta),0.9800726681190484,TRUE
Altenrhein (SG),2021-11-21,19775151839273.652,14256.98147583008,v2,B.1.617.2 (Delta),0.9822611384099724,TRUE
Altenrhein (SG),2021-11-22,16967548846394.58,15007.88377380371,v2,B.1.617.2 (Delta),0.9836236494176056,TRUE
Altenrhein (SG),2021-11-23,12266733411950.85,14534.78115844727,v2,B.1.617.2 (Delta),0.9844986845673966,TRUE
Altenrhein (SG),2021-11-24,21175770561048.047,14882.18161010742,v2,B.1.617.2 (Delta),0.9851685575895528,TRUE
Altenrhein (SG),2021-11-25,27366928418624.516,21210.78657531738,v2,B.1.617.2 (Delta),0.985878058029605,TRUE
Altenrhein (SG),2021-11-26,26432569033866.277,17910.2865447998,v2,B.1.617.2 (Delta),0.986796021944642,TRUE
Altenrhein (SG),2021-11-27,30189906923646.8,17916.0912322998,v2,B.1.617.2 (Delta),0.987977142718478,TRUE
Altenrhein (SG),2021-11-28,26498192910862.73,17683.39442443848,v2,B.1.617.2 (Delta),0.989360634559542,TRUE
Altenrhein (SG),2021-11-29,25523019981135.02,19904.59443664551,v2,B.1.617.2 (Delta),0.9907916981738464,TRUE
Altenrhein (SG),2021-11-30,20583107382824.652,27111,v2,B.1.617.2 (Delta),0.9920618002813568,TRUE
Altenrhein (SG),2021-12-01,14395477388364.74,16140,v2,B.1.617.2 (Delta),0.9930230365955506,TRUE
Altenrhein (SG),2021-12-02,10747551742549.957,16266,v2,B.1.617.2 (Delta),0.993610318877816,TRUE
Altenrhein (SG),2021-12-03,14223772481877.37,16249,v2,B.1.617.2 (Delta),0.9937795382643652,TRUE
Altenrhein (SG),2021-12-04,15396071368350.207,39894,v2,B.1.617.2 (Delta),0.9934724444787524,TRUE
Altenrhein (SG),2021-12-05,36427697251306.52,34294,v2,B.1.617.2 (Delta),0.9926168229687844,TRUE
Altenrhein (SG),2021-12-06,6171653211390.887,25272,v2,B.1.617.2 (Delta),0.9911730882952768,TRUE
Altenrhein (SG),2021-12-07,3558521449851.161,21109,v2,B.1.617.2 (Delta),0.9892057977951134,TRUE
Altenrhein (SG),2021-12-08,12975577200926.97,45108,v2,B.1.617.2 (Delta),0.9870493054466484,TRUE
Altenrhein (SG),2021-12-09,25442185052599.254,75870.79652404785,v2,B.1.617.2 (Delta),0.9854070256449016,TRUE
Altenrhein (SG),2021-12-10,31903968475562.887,56088.6834564209,v2,B.1.617.2 (Delta),0.9849475280806104,TRUE
Altenrhein (SG),2021-12-11,26651411680786.945,37597.98110961914,v2,B.1.617.2 (Delta),0.9857993430249612,TRUE
Altenrhein (SG),2021-12-12,18072588686092.598,29898.87893676758,v2,B.1.617.2 (Delta),0.9875561645966072,TRUE
Altenrhein (SG),2021-12-13,23714286583997.7,26278.48558044434,v2,B.1.617.2 (Delta),0.9895765493267908,TRUE
Altenrhein (SG),2021-12-14,22322825699925.64,24737.68748474121,v2,B.1.617.2 (Delta),0.9911373064737182,TRUE
Altenrhein (SG),2021-12-15,20720273664307.375,23009.68656921387,v2,B.1.617.2 (Delta),0.9915125870178896,TRUE
Altenrhein (SG),2021-12-16,22914351084855.56,21039.38600158691,v2,B.1.617.2 (Delta),0.9901634102615672,TRUE
Altenrhein (SG),2021-12-17,18546812192810.934,20013.08628845215,v2,B.1.617.2 (Delta),0.986817191614758,TRUE
Altenrhein (SG),2021-12-18,23703876564042.668,19628.18745422363,v2,B.1.617.2 (Delta),0.9814822443374568,TRUE
Altenrhein (SG),2021-12-19,23393175165450.32,17214.7882232666,v2,B.1.617.2 (Delta),0.9745136258457268,TRUE
Altenrhein (SG),2021-12-20,11834424487659.959,17177.39179992676,v2,B.1.617.2 (Delta),0.9664781740129876,TRUE
Altenrhein (SG),2021-12-21,20541503789702.94,16920.58662414551,v2,B.1.617.2 (Delta),0.957723347482424,TRUE
Altenrhein (SG),2021-12-22,16468942455836.504,16282.18556213379,v2,B.1.617.2 (Delta),0.9481735151074562,TRUE
Altenrhein (SG),2021-12-23,17983348945543.34,16432.39161682129,v2,B.1.617.2 (Delta),0.937224703764726,TRUE
Altenrhein (SG),2021-12-24,16212702134560.156,29020.79463195801,v2,B.1.617.2 (Delta),0.9231812391186818,TRUE
Altenrhein (SG),2021-12-25,13877078180017.621,46165.29148864746,v2,B.1.617.2 (Delta),0.903620898082279,TRUE
Altenrhein (SG),2021-12-26,19529063886248.617,53579.79518127441,v2,B.1.617.2 (Delta),0.8754123195300426,FALSE
Altenrhein (SG),2021-12-27,28126746750198.375,53585.78846740723,v2,B.1.617.2 (Delta),0.8326270674267582,FALSE
Altenrhein (SG),2021-12-28,16458572338357.594,31055.5850982666,v2,B.1.617.2 (Delta),0.7701874150039274,FALSE
Altenrhein (SG),2021-12-29,26867564782078.93,68660.28874206543,v2,B.1.617.2 (Delta),0.7001533722851796,FALSE
Altenrhein (SG),2021-12-30,24398903899618.91,50348.59169006348,v2,B.1.617.2 (Delta),0.6359315004471456,FALSE
Altenrhein (SG),2021-12-31,20274171409811.543,36667.88529968262,v2,B.1.617.2 (Delta),0.5829435121507813,FALSE
Altenrhein (SG),2022-01-01,20461212190065.54,29014.18397521973,v2,B.1.617.2 (Delta),0.5354441037209201,FALSE
Altenrhein (SG),2022-01-02,11803365829843.145,19844.19203186035,v2,BA.1 / BA.2 (Omicron),0.5095003646240925,FALSE
Altenrhein (SG),2022-01-03,13747362957824.326,20145.19654846191,v2,BA.1 / BA.2 (Omicron),0.5521384128770902,FALSE
Altenrhein (SG),2022-01-04,9153985110210.895,32480.79658508301,v2,BA.1 / BA.2 (Omicron),0.5945938221300984,FALSE
Altenrhein (SG),2022-01-05,14934854979628.334,55627.5962677002,v2,BA.1 / BA.2 (Omicron),0.6350972729720534,FALSE
Altenrhein (SG),2022-01-06,29636642874087.07,52878.59022521973,v2,BA.1 / BA.2 (Omicron),0.6687923195017881,FALSE
Altenrhein (SG),2022-01-07,18455508013944.86,27102.58863830566,v2,BA.1 / BA.2 (Omicron),0.693472275486777,FALSE
Altenrhein (SG),2022-01-08,19259329585089.08,22637.98835754395,v2,BA.1 / BA.2 (Omicron),0.7144702234435711,FALSE
Altenrhein (SG),2022-01-09,11986998668363.695,30053.69132995605,v2,BA.1 / BA.2 (Omicron),0.7309616715203054,FALSE
Altenrhein (SG),2022-01-10,8043924802287.836,33179.59162902832,v2,BA.1 / BA.2 (Omicron),0.7427372990212333,FALSE
Altenrhein (SG),2022-01-11,24724877123986.72,29209.8904876709,v2,BA.1 / BA.2 (Omicron),0.751213460234632,FALSE
Altenrhein (SG),2022-01-12,13392809423873.418,21811.78974914551,v2,BA.1 / BA.2 (Omicron),0.7596741937238095,FALSE
Altenrhein (SG),2022-01-13,12831505284840.781,19714.88896179199,v2,BA.1 / BA.2 (Omicron),0.772053037514433,FALSE
Altenrhein (SG),2022-01-14,15517118338833.166,19307.98866271973,v2,BA.1 / BA.2 (Omicron),0.7909836115027926,FALSE
Altenrhein (SG),2022-01-15,15201236601096.486,18299.3878326416,v2,BA.1 / BA.2 (Omicron),0.8150676951589094,FALSE
Altenrhein (SG),2022-01-16,15007277168445.459,17181.68852233887,v2,BA.1 / BA.2 (Omicron),0.8388804720301074,FALSE
Altenrhein (SG),2022-01-17,14362351488361.123,18176.59010314941,v2,BA.1 / BA.2 (Omicron),0.8580234961347653,FALSE
Altenrhein (SG),2022-01-18,23439692942742.7,18036.29496765137,v2,BA.1 / BA.2 (Omicron),0.8714592370437497,FALSE
Altenrhein (SG),2022-01-19,10264677757327.646,17669.69718933105,v2,BA.1 / BA.2 (Omicron),0.8809058397107824,FALSE
Altenrhein (SG),2022-01-20,11686847954217.99,18126.29875183105,v2,BA.1 / BA.2 (Omicron),0.8892819025896556,FALSE
Altenrhein (SG),2022-01-21,12595776857543.193,18247.49632263184,v2,BA.1 / BA.2 (Omicron),0.898111531659302,FALSE
Altenrhein (SG),2022-01-22,14194702710281.549,17166.29264831543,v2,BA.1 / BA.2 (Omicron),0.908985773123561,TRUE
Altenrhein (SG),2022-01-23,16999719341619.738,15516.99085998535,v2,BA.1 / BA.2 (Omicron),0.9221228796869629,TRUE
Altenrhein (SG),2022-01-24,17202203067272.11,16992.09056091309,v2,BA.1 / BA.2 (Omicron),0.9362144136537872,TRUE
Altenrhein (SG),2022-01-25,19198837574362.566,15959.19068908691,v2,BA.1 / BA.2 (Omicron),0.9493232705416206,TRUE
Altenrhein (SG),2022-01-26,11885255011957.318,16043.09300231934,v2,BA.1 / BA.2 (Omicron),0.9601688366010829,TRUE
Altenrhein (SG),2022-01-27,13671352548330.42,17432.69303894043,v2,BA.1 / BA.2 (Omicron),0.9686367027487774,TRUE
Altenrhein (SG),2022-01-28,15803453310590.562,21974.69309997559,v2,BA.1 / BA.2 (Omicron),0.9750518798435757,TRUE
Altenrhein (SG),2022-01-29,26012682410983.082,22239.89183044434,v2,BA.1 / BA.2 (Omicron),0.9794331581864394,TRUE
Altenrhein (SG),2022-01-30,16039717558926.643,16578.99183654785,v2,BA.1 / BA.2 (Omicron),0.981733120208095,TRUE
Altenrhein (SG),2022-01-31,24828158793072.586,18245.09257507324,v2,BA.1 / BA.2 (Omicron),0.9821500189174183,TRUE
Altenrhein (SG),2022-02-01,28034798970649.902,18090.79188537598,v2,BA.1 / BA.2 (Omicron),0.9814484366077776,TRUE
Altenrhein (SG),2022-02-02,15477308592640.785,29106.49211120605,v2,BA.1 / BA.2 (Omicron),0.9806469695781523,TRUE
Altenrhein (SG),2022-02-03,23127079017307.46,29094.89152526855,v2,BA.1 / BA.2 (Omicron),0.9804459371987846,TRUE
Altenrhein (SG),2022-02-04,13165690762720.287,19499.09349060059,v2,BA.1 / BA.2 (Omicron),0.9810896260527816,TRUE
Altenrhein (SG),2022-02-05,13002076353263.05,21133.29234313965,v2,BA.1 / BA.2 (Omicron),0.9824102570480243,TRUE
Altenrhein (SG),2022-02-06,12926246101028.232,23561.29051208496,v2,BA.1 / BA.2 (Omicron),0.983884010726995,TRUE
Altenrhein (SG),2022-02-07,18072293001598.89,28543.49589538574,v2,BA.1 / BA.2 (Omicron),0.9847321655201521,TRUE
Altenrhein (SG),2022-02-08,25816346895685.246,28441.39002990723,v2,BA.1 / BA.2 (Omicron),0.9842459897130031,TRUE
Altenrhein (SG),2022-02-09,12213279439584.256,17946.08854675293,v2,BA.1 / BA.2 (Omicron),0.9823861582402449,TRUE
Altenrhein (SG),2022-02-10,18886531742996.21,19692.99256896973,v2,BA.1 / BA.2 (Omicron),0.9800154120988869,TRUE
Altenrhein (SG),2022-02-11,19064488120560.164,58550.6971282959,v2,BA.1 / BA.2 (Omicron),0.9782971704945331,TRUE
Altenrhein (SG),2022-02-12,7442782291856.454,20440.89195251465,v2,BA.1 / BA.2 (Omicron),0.9781336050662712,TRUE
Altenrhein (SG),2022-02-13,15330650353051.543,18471.19032287598,v2,BA.1 / BA.2 (Omicron),0.9797099825103384,TRUE
Altenrhein (SG),2022-02-14,35721446625873.336,19987.18928527832,v2,BA.1 / BA.2 (Omicron),0.9815422708719765,TRUE
Altenrhein (SG),2022-02-15,26255729366122.383,21817.38954162598,v2,BA.1 / BA.2 (Omicron),0.982167947251591,TRUE
Altenrhein (SG),2022-02-16,29253212348584.8,19352.88902282715,v2,BA.1 / BA.2 (Omicron),0.9820624345879407,TRUE
Altenrhein (SG),2022-02-17,24356792063667.004,23546.09111022949,v2,BA.1 / BA.2 (Omicron),0.9819024989207918,TRUE
Altenrhein (SG),2022-02-18,24746401706666.98,32533.19557189941,v2,BA.1 / BA.2 (Omicron),0.9817523248441857,TRUE
Altenrhein (SG),2022-02-19,26898991416723.58,28890.39259338379,v2,BA.1 / BA.2 (Omicron),0.9814903436795418,TRUE
Altenrhein (SG),2022-02-20,27516343281665.63,19317.4900970459,v2,BA.1 / BA.2 (Omicron),0.981182206209901,TRUE
Altenrhein (SG),2022-02-21,19676370912022.348,26770.69035339355,v2,BA.1 / BA.2 (Omicron),0.9812627734357341,TRUE
Altenrhein (SG),2022-02-22,27371222143692.434,18459.48820495605,v2,BA.1 / BA.2 (Omicron),0.9822628512705593,TRUE
Chur (GR),2021-11-10,7421812076011.509,11813,v2,B.1.617.2 (Delta),0.9886188826699576,TRUE
Chur (GR),2021-11-11,7229333652865.9375,12174,v2,B.1.617.2 (Delta),0.9883123113989156,TRUE
Chur (GR),2021-11-12,12740938438944.924,10963,v2,B.1.617.2 (Delta),0.9883373814127226,TRUE
Chur (GR),2021-11-13,18986315051311.89,39649,v2,B.1.617.2 (Delta),0.9885851286247004,TRUE
Chur (GR),2021-11-14,11157453043054.283,34929,v2,B.1.617.2 (Delta),0.9888485961990252,TRUE
Chur (GR),2021-11-15,11658319140553.043,14062,v2,B.1.617.2 (Delta),0.9890102421504268,TRUE
Chur (GR),2021-11-16,10662280744297.055,12538,v2,B.1.617.2 (Delta),0.9891367109764224,TRUE
Chur (GR),2021-11-17,5979499902580.358,10547,v2,B.1.617.2 (Delta),0.9893864983652432,TRUE
Chur (GR),2021-11-18,10976986693756.666,11313,v2,B.1.617.2 (Delta),0.989846641342028,TRUE
Chur (GR),2021-11-19,11828178309678.133,11614,v2,B.1.617.2 (Delta),0.9904472789715466,TRUE
Chur (GR),2021-11-20,13794315735147.127,11068,v2,B.1.617.2 (Delta),0.991753368569405,TRUE
Chur (GR),2021-11-21,13527946815370.908,10104,v2,B.1.617.2 (Delta),0.9920712881429716,TRUE
Chur (GR),2021-11-22,14593874237502.822,12326,v2,B.1.617.2 (Delta),0.9919994785451508,TRUE
Chur (GR),2021-11-23,11723080011292.178,10262,v2,B.1.617.2 (Delta),0.9914958849914596,TRUE
Chur (GR),2021-11-24,14497395637682.092,10755,v2,B.1.617.2 (Delta),0.9905483627991596,TRUE
Chur (GR),2021-11-25,16964428826215.111,9897,v2,B.1.617.2 (Delta),0.9893176432056155,TRUE
Chur (GR),2021-11-26,23369233791371.125,11746,v2,B.1.617.2 (Delta),0.9882548062624336,TRUE
Chur (GR),2021-11-27,22974952336905.473,10238,v2,B.1.617.2 (Delta),0.987933495009863,TRUE
Chur (GR),2021-11-28,17856997064152.203,11751,v2,B.1.617.2 (Delta),0.9886209309910874,TRUE
Chur (GR),2021-11-29,23669997727787.71,13621,v2,B.1.617.2 (Delta),0.9900718382935813,TRUE
Chur (GR),2021-11-30,18243063978692.914,12957,v2,B.1.617.2 (Delta),0.9917355353325203,TRUE
Chur (GR),2021-12-01,14020931547130.242,18984,v2,B.1.617.2 (Delta),0.9931341705834196,TRUE
Chur (GR),2021-12-02,18336231086465.508,16785,v2,B.1.617.2 (Delta),0.9940470580486752,TRUE
Chur (GR),2021-12-03,13590176618229.1,10547,v2,B.1.617.2 (Delta),0.9944686728773564,TRUE
Chur (GR),2021-12-04,20983285183613.01,13423,v2,B.1.617.2 (Delta),0.9945310286278246,TRUE
Chur (GR),2021-12-05,21656811264759.477,12672,v2,B.1.617.2 (Delta),0.994384165297876,TRUE
Chur (GR),2021-12-06,16596705910174.102,12672,v2,B.1.617.2 (Delta),0.9940894633255918,TRUE
Chur (GR),2021-12-07,30007963434185.324,14763,v2,B.1.617.2 (Delta),0.9935175165973276,TRUE
Chur (GR),2021-12-08,23312027407413.168,17299.5,v2,B.1.617.2 (Delta),0.9923945189733052,TRUE
Chur (GR),2021-12-09,16616091380641.014,19836,v2,B.1.617.2 (Delta),0.9905176830148028,TRUE
Chur (GR),2021-12-10,12091775365905.936,11580,v2,B.1.617.2 (Delta),0.9881868586928716,TRUE
Chur (GR),2021-12-11,9958297137737.361,14279,v2,B.1.617.2 (Delta),0.9860697922389938,TRUE
Chur (GR),2021-12-12,13056960834623,12191,v2,B.1.617.2 (Delta),0.984597754635051,TRUE
Chur (GR),2021-12-13,14466106735870.582,15388,v2,B.1.617.2 (Delta),0.9835775204456694,TRUE
Chur (GR),2021-12-14,13679447873378.234,12979,v2,B.1.617.2 (Delta),0.9819728397921648,TRUE
Chur (GR),2021-12-15,7863844287450.432,12392,v2,B.1.617.2 (Delta),0.9782197404764622,TRUE
Chur (GR),2021-12-16,4840139462108.017,11828,v2,B.1.617.2 (Delta),0.9702977712810268,TRUE
Chur (GR),2021-12-17,8838298776119.621,11831,v2,B.1.617.2 (Delta),0.9563477263166386,TRUE
Chur (GR),2021-12-18,6275422298666.805,10873,v2,B.1.617.2 (Delta),0.9360390916651072,TRUE
Chur (GR),2021-12-19,7767262465576.796,10979,v2,B.1.617.2 (Delta),0.9117292514696084,TRUE
Chur (GR),2021-12-20,7813200254639.751,11791,v2,B.1.617.2 (Delta),0.8867865892157933,FALSE
Chur (GR),2021-12-21,5719685274659.339,11358,v2,B.1.617.2 (Delta),0.8634786403060144,FALSE
Chur (GR),2021-12-22,4886829514015.911,11916,v2,B.1.617.2 (Delta),0.8410580887677479,FALSE
Chur (GR),2021-12-23,7181942578975.646,11585,v2,B.1.617.2 (Delta),0.8162200243206953,FALSE
Chur (GR),2021-12-24,8559019847346.405,10926,v2,B.1.617.2 (Delta),0.78456603134702,FALSE
Chur (GR),2021-12-25,10583594145317.426,10295,v2,B.1.617.2 (Delta),0.7426568238884182,FALSE
Chur (GR),2021-12-26,14802921205202.982,10603,v2,B.1.617.2 (Delta),0.6926742512654697,FALSE
Chur (GR),2021-12-27,15278699176484.861,25816.666666666664,v2,B.1.617.2 (Delta),0.6263912211546454,FALSE
Chur (GR),2021-12-28,15754477147766.74,41030.33333333333,v2,B.1.617.2 (Delta),0.5409406189081009,FALSE
Chur (GR),2021-12-29,16230255119048.62,56244,v2,BA.1 / BA.2 (Omicron),0.5489493432942555,FALSE
Chur (GR),2021-12-30,13489764479927.934,34904,v2,NA,NA,FALSE
Chur (GR),2021-12-31,10749273840807.248,13564,v2,BA.1 / BA.2 (Omicron),0.7087635435107156,FALSE
Chur (GR),2022-01-01,11627592294095.766,10811,v2,BA.1 / BA.2 (Omicron),0.7471827496908543,FALSE
Chur (GR),2022-01-02,11461001065040.414,10854,v2,BA.1 / BA.2 (Omicron),0.7764493086079322,FALSE
Chur (GR),2022-01-03,5262280981413.681,11640,v2,BA.1 / BA.2 (Omicron),0.8051257813693995,FALSE
Chur (GR),2022-01-04,8752533282037.5,11846,v2,BA.1 / BA.2 (Omicron),0.8345686539986049,FALSE
Chur (GR),2022-01-05,13169703182079.098,13055.5,v2,BA.1 / BA.2 (Omicron),0.8591224146446901,FALSE
Chur (GR),2022-01-06,17586873082120.693,14265,v2,BA.1 / BA.2 (Omicron),0.8733954936799575,FALSE
Chur (GR),2022-01-07,20772555569104.824,12360,v2,BA.1 / BA.2 (Omicron),0.878544381984599,FALSE
Chur (GR),2022-01-08,19161016394152.492,11231,v2,BA.1 / BA.2 (Omicron),0.8795856250269706,FALSE
Chur (GR),2022-01-09,15837805037354.36,12857,v2,BA.1 / BA.2 (Omicron),0.8799472258695181,FALSE
Chur (GR),2022-01-10,16648041152886.2,12687,v2,BA.1 / BA.2 (Omicron),0.8825142078388658,FALSE
Chur (GR),2022-01-11,15316415239829.824,12186,v2,BA.1 / BA.2 (Omicron),0.8887890765292998,FALSE
Chur (GR),2022-01-12,11157188744405.28,11642,v2,BA.1 / BA.2 (Omicron),0.8987339699748372,FALSE
Chur (GR),2022-01-13,9521302490998.19,11619,v2,BA.1 / BA.2 (Omicron),0.9104111082921756,TRUE
Chur (GR),2022-01-14,13319793033772.451,12047,v2,BA.1 / BA.2 (Omicron),0.9211941614105722,TRUE
Chur (GR),2022-01-15,11429366760545.54,11599,v2,BA.1 / BA.2 (Omicron),0.9296835036111039,TRUE
Chur (GR),2022-01-16,12910907106712.674,11336,v2,BA.1 / BA.2 (Omicron),0.9361532419242931,TRUE
Chur (GR),2022-01-17,19646127149180.266,11970,v2,BA.1 / BA.2 (Omicron),0.9416656470818937,TRUE
Chur (GR),2022-01-18,11715710937833.854,12167,v2,BA.1 / BA.2 (Omicron),0.9472569528352377,TRUE
Chur (GR),2022-01-19,13419109556736.398,12109.333333333334,v2,BA.1 / BA.2 (Omicron),0.9536114160609188,TRUE
Chur (GR),2022-01-20,15122508175638.945,12051.666666666666,v2,BA.1 / BA.2 (Omicron),0.9606487626321588,TRUE
Chur (GR),2022-01-21,16825906794541.49,11994,v2,BA.1 / BA.2 (Omicron),0.9672084971475139,TRUE
Chur (GR),2022-01-22,16905426817378.566,10756,v2,BA.1 / BA.2 (Omicron),0.971766895329007,TRUE
Chur (GR),2022-01-23,20458523707317.99,10880,v2,BA.1 / BA.2 (Omicron),0.9735767533779938,TRUE
Chur (GR),2022-01-24,19780067790813.848,11704,v2,BA.1 / BA.2 (Omicron),0.97296532140799,TRUE
Chur (GR),2022-01-25,16880397767627.004,11584,v2,BA.1 / BA.2 (Omicron),0.9709655503578475,TRUE
Chur (GR),2022-01-26,20406868358472.473,11497,v2,BA.1 / BA.2 (Omicron),0.968618099905552,TRUE
Chur (GR),2022-01-27,14879475869227.24,11517,v2,BA.1 / BA.2 (Omicron),0.966208908508495,TRUE
Chur (GR),2022-01-28,20539532577462.95,12254,v2,BA.1 / BA.2 (Omicron),0.9633390583919471,TRUE
Chur (GR),2022-01-29,15742390095060.135,11241,v2,BA.1 / BA.2 (Omicron),0.9598516046616566,TRUE
Chur (GR),2022-01-30,23593485326573.285,12661,v2,BA.1 / BA.2 (Omicron),0.9562756403678868,TRUE
Chur (GR),2022-01-31,12424462073914.477,16270,v2,BA.1 / BA.2 (Omicron),0.9537549514202303,TRUE
Chur (GR),2022-02-01,12482612954170.094,15302,v2,BA.1 / BA.2 (Omicron),0.9536270468836855,TRUE
Chur (GR),2022-02-02,19990388223960.582,49681,v2,BA.1 / BA.2 (Omicron),0.9564471892146503,TRUE
Chur (GR),2022-02-03,9308334583719.955,28422,v2,BA.1 / BA.2 (Omicron),0.9616316986560557,TRUE
Chur (GR),2022-02-04,17562309541738.227,17047,v2,BA.1 / BA.2 (Omicron),0.9679356744876927,TRUE
Chur (GR),2022-02-05,7720687234242.355,15933,v2,BA.1 / BA.2 (Omicron),0.9738994610130356,TRUE
Chur (GR),2022-02-06,11533767111415.998,13603,v2,BA.1 / BA.2 (Omicron),0.9781865001472647,TRUE
Chur (GR),2022-02-07,36021630484820.27,57462,v2,BA.1 / BA.2 (Omicron),0.9807386586558419,TRUE
Chur (GR),2022-02-08,5617548049826.484,15554,v2,BA.1 / BA.2 (Omicron),0.982139903558842,TRUE
Chur (GR),2022-02-09,11198548366354.197,13469,v2,BA.1 / BA.2 (Omicron),0.9830358109694726,TRUE
Chur (GR),2022-02-10,11761951763392.883,12374,v2,BA.1 / BA.2 (Omicron),0.9837892543599078,TRUE
Chur (GR),2022-02-11,10439332879910.549,13365,v2,BA.1 / BA.2 (Omicron),0.9847698569803407,TRUE
Chur (GR),2022-02-12,10192431904991.486,11763,v2,BA.1 / BA.2 (Omicron),0.9865271278801021,TRUE
Chur (GR),2022-02-13,16365098270154.416,11404,v2,BA.1 / BA.2 (Omicron),0.9891179917904247,TRUE
Chur (GR),2022-02-14,18804614055834.438,12418,v2,BA.1 / BA.2 (Omicron),0.9914441124989662,TRUE
Chur (GR),2022-02-15,26375226399084.24,18633,v2,BA.1 / BA.2 (Omicron),0.9922027426297041,TRUE
